tx_id,sender_id,receiver_id,amount,timestamp,is_mule_flag
TXN-c0a4fbc9,ACC-1745,ACC-1018,4955.42,2026-08-05 03:18:06.161838,False
TXN-5563227a,ACC-1194,ACC-1471,4986.55,2026-08-05 03:22:06.161838,False
TXN-ed700b7e,ACC-1057,ACC-1198,3732.26,2026-08-05 03:26:06.161838,False
TXN-ce13d464,ACC-1494,ACC-1509,4731.11,2026-08-05 03:30:06.161838,False
TXN-e4d79643,ACC-1203,ACC-1380,1395.49,2026-08-05 03:34:06.161838,False
TXN-09da5b01,ACC-1079,ACC-1648,4732.59,2026-08-05 03:38:06.161838,False
TXN-2a79ddbb,ACC-1165,ACC-1244,139359.83,2026-08-05 03:42:06.161838,True
TXN-3af9ded6,ACC-1141,ACC-1461,3243.61,2026-08-05 03:46:06.161838,False
TXN-fbfcc279,ACC-1513,ACC-1769,111.04,2026-08-05 03:50:06.161838,False
TXN-3d207b4b,ACC-1933,ACC-1197,699.29,2026-08-05 03:54:06.161838,False
TXN-a604b43b,ACC-1900,ACC-1173,2153.05,2026-08-05 03:58:06.161838,False
TXN-958dbe2c,ACC-1137,ACC-1030,1957.16,2026-08-05 04:02:06.161838,False
TXN-581263e1,ACC-1781,ACC-1854,3339.33,2026-08-05 04:06:06.161838,False
TXN-a80a0345,ACC-1402,ACC-1229,3305.24,2026-08-05 04:10:06.161838,False
TXN-be060f0e,ACC-1508,ACC-1311,3902.15,2026-08-05 04:14:06.161838,False
TXN-64fae439,ACC-1850,ACC-1277,2155.76,2026-08-05 04:18:06.161838,False
TXN-85cd51cd,ACC-1846,ACC-1969,418.47,2026-08-05 04:22:06.161838,False
TXN-a4a9c4a9,ACC-1085,ACC-1062,3130.32,2026-08-05 04:26:06.161838,False
TXN-3d56cc39,ACC-1004,ACC-1982,3548.24,2026-08-05 04:30:06.161838,False
TXN-7eaa9fb6,ACC-1059,ACC-1306,1524.34,2026-08-05 04:34:06.161838,False
TXN-50ba969f,ACC-1315,ACC-1803,2764.14,2026-08-05 04:38:06.161838,False
TXN-6b95c648,ACC-1245,ACC-1895,1823.88,2026-08-05 04:42:06.161838,False
TXN-869d16ca,ACC-1048,ACC-1798,4680.96,2026-08-05 04:46:06.161838,False
TXN-514f8c98,ACC-1297,ACC-1357,827.88,2026-08-05 04:50:06.161838,False
TXN-0b7771c4,ACC-1188,ACC-1784,4902.84,2026-08-05 04:54:06.161838,False
TXN-0bdca4aa,ACC-1789,ACC-1198,3196.28,2026-08-05 04:58:06.161838,False
TXN-e43f5ae7,ACC-1883,ACC-1296,196.3,2026-08-05 05:02:06.161838,False
TXN-36646ffa,ACC-1877,ACC-1450,3783.5,2026-08-05 05:06:06.161838,False
TXN-73694d60,ACC-1440,ACC-1067,4128.92,2026-08-05 05:10:06.161838,False
TXN-95a045d1,ACC-1689,ACC-1806,4809.65,2026-08-05 05:14:06.161838,False
TXN-5c73ad08,ACC-1919,ACC-1767,4053.46,2026-08-05 05:18:06.161838,False
TXN-57ed9d9e,ACC-1899,ACC-1990,3541.6,2026-08-05 05:22:06.161838,False
TXN-15c5f6e2,ACC-1399,ACC-1954,1326.49,2026-08-05 05:26:06.161838,False
TXN-99e97165,ACC-1131,ACC-1085,3605.57,2026-08-05 05:30:06.161838,False
TXN-21e54b5d,ACC-1286,ACC-1846,3145.63,2026-08-05 05:34:06.161838,False
TXN-9ec55727,ACC-1970,ACC-1893,3044.2,2026-08-05 05:38:06.161838,False
TXN-a23f2a5c,ACC-1706,ACC-1741,2979.53,2026-08-05 05:42:06.161838,False
TXN-062c3871,ACC-1507,ACC-1619,3385.05,2026-08-05 05:46:06.161838,False
TXN-5cc63a7c,ACC-1787,ACC-1373,679.97,2026-08-05 05:50:06.161838,False
TXN-c0029411,ACC-1548,ACC-1793,2678.82,2026-08-05 05:54:06.161838,False
TXN-2855d2c2,ACC-1126,ACC-1225,3638.44,2026-08-05 05:58:06.161838,False
TXN-d1064b6f,ACC-1782,ACC-1053,2531.12,2026-08-05 06:02:06.161838,False
TXN-75f0d540,ACC-1354,ACC-1659,1481.71,2026-08-05 06:06:06.161838,False
TXN-d89bb1b2,ACC-1206,ACC-1130,4236.69,2026-08-05 06:10:06.161838,False
TXN-a828c131,ACC-1676,ACC-1882,1531.21,2026-08-05 06:14:06.161838,False
TXN-4798023d,ACC-1088,ACC-1677,384.29,2026-08-05 06:18:06.161838,False
TXN-4827ac1b,ACC-1172,ACC-1878,1178.48,2026-08-05 06:22:06.161838,False
TXN-3713ada7,ACC-1868,ACC-1666,2695.44,2026-08-05 06:26:06.161838,False
TXN-220de045,ACC-1182,ACC-1219,895.86,2026-08-05 06:30:06.161838,False
TXN-15005b99,ACC-1974,ACC-1877,1068.31,2026-08-05 06:34:06.161838,False
TXN-4f191ac3,ACC-1796,ACC-1087,2665.33,2026-08-05 06:38:06.161838,False
TXN-81f57501,ACC-1900,ACC-1174,3423.64,2026-08-05 06:42:06.161838,False
TXN-f95493c1,ACC-1252,ACC-1111,3797.11,2026-08-05 06:46:06.161838,False
TXN-3a1640e3,ACC-1258,ACC-1018,736.67,2026-08-05 06:50:06.161838,False
TXN-002e9746,ACC-1903,ACC-1261,3779.69,2026-08-05 06:54:06.161838,False
TXN-c945166e,ACC-1434,ACC-1357,4060.6,2026-08-05 06:58:06.161838,False
TXN-2c29a2c6,ACC-1296,ACC-1642,1740.29,2026-08-05 07:02:06.161838,False
TXN-956506b5,ACC-1003,ACC-1860,1586.12,2026-08-05 07:06:06.161838,False
TXN-d24a82f2,ACC-1486,ACC-1499,2386.67,2026-08-05 07:10:06.161838,False
TXN-eae6a689,ACC-1127,ACC-1303,2856.77,2026-08-05 07:14:06.161838,False
TXN-e2b46c4c,ACC-1689,ACC-1997,1384.23,2026-08-05 07:18:06.161838,False
TXN-a2787dc2,ACC-1077,ACC-1838,1906.36,2026-08-05 07:22:06.161838,False
TXN-13b08837,ACC-1930,ACC-1355,3463.25,2026-08-05 07:26:06.161838,False
TXN-8bbc59e3,ACC-1193,ACC-1224,1172.57,2026-08-05 07:30:06.161838,False
TXN-5c7f8dad,ACC-1723,ACC-1893,2001.05,2026-08-05 07:34:06.161838,False
TXN-faa778a0,ACC-1377,ACC-1358,4881.53,2026-08-05 07:38:06.161838,False
TXN-5cc7fe5b,ACC-1824,ACC-1470,415.17,2026-08-05 07:42:06.161838,False
TXN-8e6a322a,ACC-1363,ACC-1729,2242.08,2026-08-05 07:46:06.161838,False
TXN-ba73cd96,ACC-1004,ACC-1006,874.85,2026-08-05 07:50:06.161838,False
TXN-69f59cf0,ACC-1937,ACC-1696,2878.63,2026-08-05 07:54:06.161838,False
TXN-b1a9e42f,ACC-1887,ACC-1764,3471.23,2026-08-05 07:58:06.161838,False
TXN-e87d69d7,ACC-1063,ACC-1202,558.21,2026-08-05 08:02:06.161838,False
TXN-ba121a76,ACC-1734,ACC-1694,3545.51,2026-08-05 08:06:06.161838,False
TXN-ae2f5ea5,ACC-1450,ACC-1932,1790.69,2026-08-05 08:10:06.161838,False
TXN-238d5dad,ACC-1076,ACC-1481,4339.72,2026-08-05 08:14:06.161838,False
TXN-aacc43e2,ACC-1189,ACC-1342,1397.57,2026-08-05 08:18:06.161838,False
TXN-c6a195d8,ACC-1350,ACC-1546,3200.28,2026-08-05 08:22:06.161838,False
TXN-8009c4d1,ACC-1446,ACC-1332,3061.33,2026-08-05 08:26:06.161838,False
TXN-a29f6fc0,ACC-1932,ACC-1829,722.81,2026-08-05 08:30:06.161838,False
TXN-d8130c82,ACC-1948,ACC-1784,150108.01,2026-08-05 08:34:06.161838,True
TXN-0884c76a,ACC-1484,ACC-1812,3825.03,2026-08-05 08:38:06.161838,False
TXN-94e63a82,ACC-1030,ACC-1865,1663.66,2026-08-05 08:42:06.161838,False
TXN-84780b16,ACC-1207,ACC-1555,3892.54,2026-08-05 08:46:06.161838,False
TXN-766ade9a,ACC-1626,ACC-1092,3053.87,2026-08-05 08:50:06.161838,False
TXN-4172916f,ACC-1076,ACC-1994,986.18,2026-08-05 08:54:06.161838,False
TXN-b31d122b,ACC-1325,ACC-1817,1001.9,2026-08-05 08:58:06.161838,False
TXN-ed0220e7,ACC-1694,ACC-1248,64041.02,2026-08-05 09:02:06.161838,True
TXN-266c56d7,ACC-1964,ACC-1638,1271.66,2026-08-05 09:06:06.161838,False
TXN-8f13f23e,ACC-1536,ACC-1729,183478.02,2026-08-05 09:10:06.161838,True
TXN-e18943e6,ACC-1144,ACC-1865,3990.2,2026-08-05 09:14:06.161838,False
TXN-f8d08859,ACC-1099,ACC-1504,4286.68,2026-08-05 09:18:06.161838,False
TXN-5f4039fb,ACC-1038,ACC-1478,3434.79,2026-08-05 09:22:06.161838,False
TXN-56c7ee25,ACC-1820,ACC-1484,714.36,2026-08-05 09:26:06.161838,False
TXN-45dd9a31,ACC-1923,ACC-1158,3337.72,2026-08-05 09:30:06.161838,False
TXN-c77162f8,ACC-1050,ACC-1289,3713.83,2026-08-05 09:34:06.161838,False
TXN-434d18e0,ACC-1061,ACC-1278,4520.66,2026-08-05 09:38:06.161838,False
TXN-8897ac9c,ACC-1395,ACC-1424,1089.0,2026-08-05 09:42:06.161838,False
TXN-98a3fec5,ACC-1139,ACC-1071,1241.46,2026-08-05 09:46:06.161838,False
TXN-26b0a61f,ACC-1701,ACC-1831,2235.36,2026-08-05 09:50:06.161838,False
TXN-8055290f,ACC-1017,ACC-1949,1361.28,2026-08-05 09:54:06.161838,False
TXN-38c7c83b,ACC-1511,ACC-1173,148836.63,2026-08-05 09:58:06.161838,True
TXN-fa832cce,ACC-1423,ACC-1064,3312.27,2026-08-05 10:02:06.161838,False
TXN-b35c96b0,ACC-1505,ACC-1218,2919.77,2026-08-05 10:06:06.161838,False
TXN-8716783a,ACC-1802,ACC-1161,547.06,2026-08-05 10:10:06.161838,False
TXN-0d24f384,ACC-1546,ACC-1138,3976.64,2026-08-05 10:14:06.161838,False
TXN-53077b52,ACC-1951,ACC-1531,3745.87,2026-08-05 10:18:06.161838,False
TXN-6a3c3679,ACC-1398,ACC-1351,149073.95,2026-08-05 10:22:06.161838,True
TXN-c01eee38,ACC-1270,ACC-1892,888.44,2026-08-05 10:26:06.161838,False
TXN-02de0aae,ACC-1737,ACC-1189,4472.09,2026-08-05 10:30:06.161838,False
TXN-019bbc60,ACC-1686,ACC-1086,218.59,2026-08-05 10:34:06.161838,False
TXN-887b1cec,ACC-1808,ACC-1029,2364.44,2026-08-05 10:38:06.161838,False
TXN-4a3153af,ACC-1081,ACC-1287,4718.92,2026-08-05 10:42:06.161838,False
TXN-6ac2b4ce,ACC-1959,ACC-1501,446.23,2026-08-05 10:46:06.161838,False
TXN-2c5d1029,ACC-1126,ACC-1098,2855.19,2026-08-05 10:50:06.161838,False
TXN-06ff2cc7,ACC-1568,ACC-1029,4877.8,2026-08-05 10:54:06.161838,False
TXN-25d1700b,ACC-1607,ACC-1543,3428.62,2026-08-05 10:58:06.161838,False
TXN-550d2482,ACC-1177,ACC-1652,4551.48,2026-08-05 11:02:06.161838,False
TXN-a34a6ccd,ACC-1378,ACC-1067,128073.9,2026-08-05 11:06:06.161838,True
TXN-916534b7,ACC-1508,ACC-1933,3163.63,2026-08-05 11:10:06.161838,False
TXN-0c747d4c,ACC-1385,ACC-1212,4901.95,2026-08-05 11:14:06.161838,False
TXN-e5e47c22,ACC-1792,ACC-1809,722.25,2026-08-05 11:18:06.161838,False
TXN-880f038a,ACC-1018,ACC-1582,180053.18,2026-08-05 11:22:06.161838,True
TXN-3d410211,ACC-1111,ACC-1370,4402.84,2026-08-05 11:26:06.161838,False
TXN-07a054f0,ACC-1668,ACC-1809,2626.29,2026-08-05 11:30:06.161838,False
TXN-5fcd779b,ACC-1297,ACC-1665,4160.96,2026-08-05 11:34:06.161838,False
TXN-4f93a67c,ACC-1644,ACC-1572,2837.15,2026-08-05 11:38:06.161838,False
TXN-5940c8c1,ACC-1481,ACC-1441,2775.82,2026-08-05 11:42:06.161838,False
TXN-ecc03912,ACC-1914,ACC-1978,4122.48,2026-08-05 11:46:06.161838,False
TXN-8c5233f2,ACC-1707,ACC-1817,3193.51,2026-08-05 11:50:06.161838,False
TXN-fd3507e6,ACC-1390,ACC-1332,3527.88,2026-08-05 11:54:06.161838,False
TXN-e6e7734f,ACC-1838,ACC-1155,4657.45,2026-08-05 11:58:06.161838,False
TXN-8095656d,ACC-1532,ACC-1833,2945.31,2026-08-05 12:02:06.161838,False
TXN-36b78ae8,ACC-1947,ACC-1042,803.95,2026-08-05 12:06:06.161838,False
TXN-0fdef53c,ACC-1788,ACC-1577,2936.7,2026-08-05 12:10:06.161838,False
TXN-49c1ef38,ACC-1847,ACC-1168,3051.18,2026-08-05 12:14:06.161838,False
TXN-3132f5fa,ACC-1006,ACC-1866,2395.72,2026-08-05 12:18:06.161838,False
TXN-ec7e5874,ACC-1112,ACC-1551,1271.28,2026-08-05 12:22:06.161838,False
TXN-8486d39f,ACC-1897,ACC-1084,2905.31,2026-08-05 12:26:06.161838,False
TXN-9e09cbcf,ACC-1362,ACC-1242,2966.39,2026-08-05 12:30:06.161838,False
TXN-f19d9e62,ACC-1538,ACC-1590,2837.66,2026-08-05 12:34:06.161838,False
TXN-cceaff93,ACC-1315,ACC-1580,683.89,2026-08-05 12:38:06.161838,False
TXN-e5c824c3,ACC-1127,ACC-1793,3590.69,2026-08-05 12:42:06.161838,False
TXN-26413706,ACC-1137,ACC-1157,1648.21,2026-08-05 12:46:06.161838,False
TXN-d54435d9,ACC-1135,ACC-1771,4325.03,2026-08-05 12:50:06.161838,False
TXN-79d6b9d9,ACC-1065,ACC-1496,4065.92,2026-08-05 12:54:06.161838,False
TXN-2fc9efe9,ACC-1604,ACC-1729,949.57,2026-08-05 12:58:06.161838,False
TXN-1d57b214,ACC-1938,ACC-1012,3698.3,2026-08-05 13:02:06.161838,False
TXN-9a6efb81,ACC-1822,ACC-1941,3763.72,2026-08-05 13:06:06.161838,False
TXN-577d7a60,ACC-1591,ACC-1294,3411.87,2026-08-05 13:10:06.161838,False
TXN-dd2e1d33,ACC-1090,ACC-1684,1845.86,2026-08-05 13:14:06.161838,False
TXN-acb00fc4,ACC-1062,ACC-1116,2578.01,2026-08-05 13:18:06.161838,False
TXN-281be9ff,ACC-1656,ACC-1032,3611.78,2026-08-05 13:22:06.161838,False
TXN-b66dee0d,ACC-1696,ACC-1549,2026.37,2026-08-05 13:26:06.161838,False
TXN-e9fb37c1,ACC-1032,ACC-1624,705.72,2026-08-05 13:30:06.161838,False
TXN-3d7a8522,ACC-1624,ACC-1155,1357.29,2026-08-05 13:34:06.161838,False
TXN-2f2ecd12,ACC-1207,ACC-1203,122778.81,2026-08-05 13:38:06.161838,True
TXN-531ca820,ACC-1117,ACC-1691,1285.39,2026-08-05 13:42:06.161838,False
TXN-47d321ef,ACC-1999,ACC-1132,2014.79,2026-08-05 13:46:06.161838,False
TXN-57c87572,ACC-1233,ACC-1623,3701.71,2026-08-05 13:50:06.161838,False
TXN-985ed19b,ACC-1976,ACC-1543,556.75,2026-08-05 13:54:06.161838,False
TXN-f8d0f1a8,ACC-1514,ACC-1566,1001.63,2026-08-05 13:58:06.161838,False
TXN-43cea9be,ACC-1123,ACC-1374,4273.85,2026-08-05 14:02:06.161838,False
TXN-7a25926b,ACC-1863,ACC-1624,492.72,2026-08-05 14:06:06.161838,False
TXN-3f979c05,ACC-1058,ACC-1178,3789.72,2026-08-05 14:10:06.161838,False
TXN-a5b1b7ab,ACC-1222,ACC-1038,4853.34,2026-08-05 14:14:06.161838,False
TXN-05e8e8ed,ACC-1705,ACC-1729,4381.01,2026-08-05 14:18:06.161838,False
TXN-b9e241fe,ACC-1403,ACC-1239,4320.77,2026-08-05 14:22:06.161838,False
TXN-cd761b2d,ACC-1500,ACC-1766,2437.46,2026-08-05 14:26:06.161838,False
TXN-9ce62e9c,ACC-1333,ACC-1840,4115.76,2026-08-05 14:30:06.161838,False
TXN-59f4975c,ACC-1402,ACC-1234,4164.73,2026-08-05 14:34:06.161838,False
TXN-cbfea748,ACC-1340,ACC-1322,790.7,2026-08-05 14:38:06.161838,False
TXN-7b55cb54,ACC-1201,ACC-1445,3989.08,2026-08-05 14:42:06.161838,False
TXN-7f4f8776,ACC-1549,ACC-1782,821.43,2026-08-05 14:46:06.161838,False
TXN-87df699d,ACC-1572,ACC-1998,69438.42,2026-08-05 14:50:06.161838,True
TXN-93a94305,ACC-1695,ACC-1729,3422.0,2026-08-05 14:54:06.161838,False
TXN-3218bd7d,ACC-1538,ACC-1483,2589.32,2026-08-05 14:58:06.161838,False
TXN-7e45c753,ACC-1605,ACC-1281,4023.45,2026-08-05 15:02:06.161838,False
TXN-b806446b,ACC-1587,ACC-1517,1706.66,2026-08-05 15:06:06.161838,False
TXN-239100a7,ACC-1556,ACC-1020,132741.55,2026-08-05 15:10:06.161838,True
TXN-adb94e13,ACC-1731,ACC-1346,589.73,2026-08-05 15:14:06.161838,False
TXN-ee04ffd8,ACC-1562,ACC-1916,1577.55,2026-08-05 15:18:06.161838,False
TXN-d97a494e,ACC-1070,ACC-1026,638.89,2026-08-05 15:22:06.161838,False
TXN-5c686f50,ACC-1671,ACC-1419,2684.71,2026-08-05 15:26:06.161838,False
TXN-925906b8,ACC-1172,ACC-1112,4262.31,2026-08-05 15:30:06.161838,False
TXN-926528fc,ACC-1088,ACC-1456,2125.98,2026-08-05 15:34:06.161838,False
TXN-020cab78,ACC-1114,ACC-1327,4927.59,2026-08-05 15:38:06.161838,False
TXN-4d315cfe,ACC-1240,ACC-1881,3999.56,2026-08-05 15:42:06.161838,False
TXN-35ba39c3,ACC-1240,ACC-1062,3324.61,2026-08-05 15:46:06.161838,False
TXN-e4414fba,ACC-1221,ACC-1254,1216.86,2026-08-05 15:50:06.161838,False
TXN-cfc8f017,ACC-1263,ACC-1357,4727.24,2026-08-05 15:54:06.161838,False
TXN-debc895e,ACC-1905,ACC-1572,3679.6,2026-08-05 15:58:06.161838,False
TXN-1b5d6b57,ACC-1866,ACC-1416,334.51,2026-08-05 16:02:06.161838,False
TXN-7201f759,ACC-1095,ACC-1225,4168.08,2026-08-05 16:06:06.161838,False
TXN-3a066b32,ACC-1825,ACC-1729,3994.92,2026-08-05 16:10:06.161838,False
TXN-b2beaa1f,ACC-1750,ACC-1414,393.96,2026-08-05 16:14:06.161838,False
TXN-d8399ebe,ACC-1545,ACC-1986,4747.87,2026-08-05 16:18:06.161838,False
TXN-22234492,ACC-1627,ACC-1209,3774.27,2026-08-05 16:22:06.161838,False
TXN-5caecfad,ACC-1171,ACC-1978,129976.74,2026-08-05 16:26:06.161838,True
TXN-d057bb2d,ACC-1708,ACC-1488,103.07,2026-08-05 16:30:06.161838,False
TXN-37a7345a,ACC-1740,ACC-1263,947.82,2026-08-05 16:34:06.161838,False
TXN-04850508,ACC-1501,ACC-1610,2717.95,2026-08-05 16:38:06.161838,False
TXN-3ff32229,ACC-1610,ACC-1269,2817.3,2026-08-05 16:42:06.161838,False
TXN-e2656e1a,ACC-1416,ACC-1937,3744.8,2026-08-05 16:46:06.161838,False
TXN-252a72c2,ACC-1220,ACC-1725,4861.11,2026-08-05 16:50:06.161838,False
TXN-f4ae8638,ACC-1195,ACC-1586,3328.94,2026-08-05 16:54:06.161838,False
TXN-160e57a1,ACC-1258,ACC-1839,454.6,2026-08-05 16:58:06.161838,False
TXN-0b6423a5,ACC-1257,ACC-1405,2649.52,2026-08-05 17:02:06.161838,False
TXN-fd7b900c,ACC-1408,ACC-1896,865.62,2026-08-05 17:06:06.161838,False
TXN-4c76f215,ACC-1292,ACC-1243,3066.08,2026-08-05 17:10:06.161838,False
TXN-b1e7f90e,ACC-1131,ACC-1149,193080.23,2026-08-05 17:14:06.161838,True
TXN-17aee227,ACC-1967,ACC-1674,4026.6,2026-08-05 17:18:06.161838,False
TXN-2ebffc83,ACC-1227,ACC-1691,3576.16,2026-08-05 17:22:06.161838,False
TXN-05cf3f06,ACC-1286,ACC-1779,1226.74,2026-08-05 17:26:06.161838,False
TXN-a9270752,ACC-1714,ACC-1696,4258.34,2026-08-05 17:30:06.161838,False
TXN-57b2091a,ACC-1898,ACC-1220,659.41,2026-08-05 17:34:06.161838,False
TXN-5c6908f1,ACC-1723,ACC-1296,3419.58,2026-08-05 17:38:06.161838,False
TXN-358caea7,ACC-1264,ACC-1579,4998.45,2026-08-05 17:42:06.161838,False
TXN-c7d6bccb,ACC-1549,ACC-1720,684.5,2026-08-05 17:46:06.161838,False
TXN-b28b8320,ACC-1964,ACC-1188,1722.21,2026-08-05 17:50:06.161838,False
TXN-a567c1fd,ACC-1117,ACC-1049,4564.22,2026-08-05 17:54:06.161838,False
TXN-95140d20,ACC-1648,ACC-1842,549.28,2026-08-05 17:58:06.161838,False
TXN-091cbbb9,ACC-1961,ACC-1191,529.52,2026-08-05 18:02:06.161838,False
TXN-cca94acd,ACC-1205,ACC-1958,101238.84,2026-08-05 18:06:06.161838,True
TXN-6fa5b794,ACC-1899,ACC-1513,3952.21,2026-08-05 18:10:06.161838,False
TXN-6e7874f4,ACC-1042,ACC-1257,4519.46,2026-08-05 18:14:06.161838,False
TXN-34064dc5,ACC-1960,ACC-1205,860.39,2026-08-05 18:18:06.161838,False
TXN-e32c4cc6,ACC-1622,ACC-1182,1683.63,2026-08-05 18:22:06.161838,False
TXN-c4bf5fb7,ACC-1311,ACC-1418,4031.03,2026-08-05 18:26:06.161838,False
TXN-cbf8537c,ACC-1404,ACC-1191,1981.52,2026-08-05 18:30:06.161838,False
TXN-d4615bde,ACC-1348,ACC-1790,2951.94,2026-08-05 18:34:06.161838,False
TXN-f82c947f,ACC-1219,ACC-1956,2867.48,2026-08-05 18:38:06.161838,False
TXN-4d00e2c4,ACC-1450,ACC-1989,2171.26,2026-08-05 18:42:06.161838,False
TXN-515504ed,ACC-1706,ACC-1205,2760.06,2026-08-05 18:46:06.161838,False
TXN-5356e497,ACC-1983,ACC-1454,3581.74,2026-08-05 18:50:06.161838,False
TXN-2e6794e0,ACC-1768,ACC-1282,1241.84,2026-08-05 18:54:06.161838,False
TXN-bef74be8,ACC-1221,ACC-1623,181027.05,2026-08-05 18:58:06.161838,True
TXN-510a1499,ACC-1131,ACC-1738,120.4,2026-08-05 19:02:06.161838,False
TXN-357e95a0,ACC-1006,ACC-1555,3843.81,2026-08-05 19:06:06.161838,False
TXN-b0815752,ACC-1140,ACC-1970,1750.04,2026-08-05 19:10:06.161838,False
TXN-e1d9c365,ACC-1560,ACC-1251,2152.03,2026-08-05 19:14:06.161838,False
TXN-726215c8,ACC-1195,ACC-1688,87260.08,2026-08-05 19:18:06.161838,True
TXN-408c2063,ACC-1172,ACC-1540,649.58,2026-08-05 19:22:06.161838,False
TXN-8f569b2f,ACC-1940,ACC-1436,1009.93,2026-08-05 19:26:06.161838,False
TXN-4917a6d4,ACC-1928,ACC-1256,2413.18,2026-08-05 19:30:06.161838,False
TXN-ecb2bfc7,ACC-1777,ACC-1620,4079.62,2026-08-05 19:34:06.161838,False
TXN-bcb4ff7c,ACC-1349,ACC-1386,997.0,2026-08-05 19:38:06.161838,False
TXN-4775b9ff,ACC-1086,ACC-1773,3460.66,2026-08-05 19:42:06.161838,False
TXN-874962c8,ACC-1682,ACC-1727,1377.45,2026-08-05 19:46:06.161838,False
TXN-9412f18a,ACC-1680,ACC-1377,2793.36,2026-08-05 19:50:06.161838,False
TXN-969f02e0,ACC-1631,ACC-1722,941.25,2026-08-05 19:54:06.161838,False
TXN-631fdd71,ACC-1934,ACC-1610,1071.78,2026-08-05 19:58:06.161838,False
TXN-af32b47f,ACC-1369,ACC-1358,737.53,2026-08-05 20:02:06.161838,False
TXN-9f8a947a,ACC-1890,ACC-1026,258.34,2026-08-05 20:06:06.161838,False
TXN-f26966c0,ACC-1022,ACC-1323,672.96,2026-08-05 20:10:06.161838,False
TXN-7cd1098f,ACC-1447,ACC-1111,4828.54,2026-08-05 20:14:06.161838,False
TXN-5a878cb6,ACC-1732,ACC-1195,3478.51,2026-08-05 20:18:06.161838,False
TXN-ce468099,ACC-1598,ACC-1295,167.62,2026-08-05 20:22:06.161838,False
TXN-6cfc4ee0,ACC-1488,ACC-1876,3850.63,2026-08-05 20:26:06.161838,False
TXN-d99bd9c7,ACC-1159,ACC-1915,90208.83,2026-08-05 20:30:06.161838,True
TXN-68bb9f45,ACC-1952,ACC-1453,4208.34,2026-08-05 20:34:06.161838,False
TXN-2bfec790,ACC-1415,ACC-1593,154256.72,2026-08-05 20:38:06.161838,True
